Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
143,92,105,1,1,1,0.010928432489201723
144,10,32,1,1,1,0.012047580548406711
145,119,129,2,4,4,0.012419537872074948
146,27,37,1,1,1,0.013897317418387067
147,95,104,1,1,1,0.014291925254307114
148,97,131,1,2,2,0.014573565637327257
149,58,127,1,2,2,0.014868294053515196
150,71,75,1,1,1,0.01509234311949792
151,60,137,1,2,2,0.01535693741488442
152,120,132,2,2,2,0.015738192569109355
153,25,29,1,1,1,0.016547622358653924
154,73,106,1,1,1,0.01659908874982219
155,87,147,1,2,2,0.018266134636016007
156,121,124,2,4,4,0.018598116830244482
157,89,145,1,6,5,0.01860345224763449
158,128,142,4,2,4,0.01884967472684973
159,69,70,1,1,1,0.01935110780754501
160,133,141,4,2,4,0.01973320997920791
161,126,151,2,3,3,0.02064071892204511
162,47,139,1,2,2,0.02247532702196564
163,84,146,1,2,2,0.023397076605335965
164,136,143,3,2,3,0.024223712532999375
165,135,149,3,3,3,0.024939746349269765
166,22,76,1,1,1,0.027450271836121587
167,23,81,1,1,1,0.02793858389836512
168,48,144,1,2,2,0.029996929489238378
169,66,154,1,2,2,0.030559667068273844
170,8,153,1,2,2,0.03422733098632169
171,57,90,1,1,1,0.035889846217471266
172,21,134,1,2,2,0.036674623645497895
173,123,169,2,3,3,0.03845738160120049
174,62,72,1,1,1,0.04142128146873303
175,61,148,1,3,3,0.04330806516466512
176,67,164,1,5,4,0.04341707942990258
177,162,166,3,2,3,0.0443102916067728
178,35,40,1,1,1,0.044726807423942194
179,7,140,1,2,2,0.04502083057238093
180,165,171,6,2,4,0.04521871197549776
181,2,138,1,3,3,0.045665396291163174
182,3,16,1,1,1,0.04774509916216707
183,17,34,1,1,1,0.05241048802013348
184,157,160,7,6,6,0.052677608352544425
185,4,163,1,3,3,0.05528774544808346
186,161,184,5,13,7,0.0566003694700008
187,108,167,1,2,2,0.06283305070893264
188,155,176,3,6,5,0.0628688120513079
189,156,158,6,6,5,0.069370941673767
190,15,170,1,3,3,0.07152266825620757
191,179,181,3,4,4,0.09061752679711965
192,78,159,1,2,2,0.09197998400745522
193,174,175,2,4,4,0.09774515161306119
194,168,177,3,5,4,0.09825927677235591
195,82,172,1,3,3,0.10139559646493235
196,36,189,1,12,6,0.10296771401473592
197,152,193,4,6,5,0.11411159286200956
198,11,185,1,4,4,0.1327504173755084
199,39,182,1,2,2,0.13324425403108253
200,180,197,8,10,6,0.1408571909764298
201,173,188,5,9,6,0.16001680651541494
202,113,198,2,5,5,0.18314991865611596
203,178,196,2,13,7,0.190368944110752
204,190,199,4,3,4,0.22733603588908824
205,183,195,2,4,4,0.2615485735373928
206,186,200,18,18,8,0.26297508023668814
207,194,203,8,15,8,0.29471848592594885
208,79,192,1,3,3,0.30411498122341085
209,80,150,1,2,2,0.32102088220620084
210,187,201,3,14,7,0.3511161240469549
211,204,205,7,6,5,0.4514316110018749
212,206,208,36,4,9,0.49588378755082607
213,191,202,7,7,6,0.5253289939771618
214,210,212,17,40,10,0.7571569063033968
215,207,211,23,13,9,0.7617787070572387
216,213,214,14,57,11,1.382083270688933
217,209,216,3,71,12,1.6781181738244815
218,215,217,36,74,13,1.8758569896073023
