Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
189,153,177,2,6,5,0.0018611805419403993
190,161,176,2,7,5,0.0018711570777726338
191,170,182,3,12,7,0.001941841160884028
192,169,188,6,9,5,0.0021065820117193157
193,178,187,8,4,5,0.002116108939329453
194,184,191,9,15,8,0.002229126316225738
195,181,186,5,3,4,0.00250776364529548
196,20,44,1,1,1,0.002801126130037135
197,160,172,3,2,3,0.0030198809822137296
198,174,190,3,9,6,0.0036011163751490383
199,99,185,1,2,2,0.003946130612156651
200,183,195,9,8,6,0.004014291982568197
201,175,192,2,15,6,0.004183719164685518
202,80,189,1,8,6,0.0044574470860641036
203,50,197,1,5,4,0.005353077422162733
204,173,202,2,9,7,0.005384548124265032
205,193,198,12,12,7,0.006254296591851061
206,199,201,3,17,7,0.006379502626939315
207,11,200,1,17,7,0.0069223522496086876
208,194,206,24,20,9,0.00786906661361464
209,196,205,2,24,8,0.010322047382393063
210,204,209,11,26,9,0.012186567439320228
211,203,208,6,44,10,0.012711157373931248
212,207,210,18,37,10,0.019406034414400253
213,102,212,1,55,11,0.021955444169559968
214,211,213,50,56,12,0.04291434467647748
215,82,214,1,106,13,0.2818049183032161
216,78,108,1,1,1,0.3128658144587042
217,79,215,1,107,14,0.4963075054311834
218,216,217,2,108,15,1.9432813567166751
